1234,forced_choice,1,0,0,./materials/stim2.png,B,B,True,0.2477311090042349
1234,forced_choice,1,0,1,./materials/stim1.png,A,B,False,0.19846035000227857
1234,forced_choice,1,1,2,./materials/stim2.png,B,B,True,0.3191320860059932
1234,forced_choice,1,1,3,./materials/stim1.png,A,B,False,0.41209682601038367
1234,forced_choice,1,2,4,./materials/stim1.png,A,B,False,0.001085508003598079
1234,forced_choice,1,2,5,./materials/stim2.png,B,B,True,0.0009676260087871924
1234,forced_choice,1,3,6,./materials/stim1.png,A,B,False,0.04812298899923917
1234,forced_choice,1,3,7,./materials/stim2.png,B,B,True,0.11851740899146535
1234,forced_choice,1,4,8,./materials/stim2.png,B,B,True,0.24134134799533058
1234,forced_choice,1,4,9,./materials/stim1.png,A,B,False,0.28106428300088737
1234,forced_choice,1,0,0,./materials/stim2.png,B,B,gen,0.775668552989373
1234,forced_choice,1,0,1,./materials/stim1.png,A,B,gen,0.23923132799973246
1234,forced_choice,1,1,2,./materials/stim2.png,B,B,gen,0.001012902008369565
debug,forced_choice,1,0,0,./materials/stim2.png,B,A,False,0.0010797389986691996
debug,forced_choice,1,0,1,./materials/stim1.png,A,A,True,0.2273562159971334
